name,bib,flag,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Vollmayr Vincent,4303,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/5307080.vincent.vollmayr,Vincent VOLLMAYR
Vorhofer Andreas,4595,🇦🇹 (Austria),0,,,
Vujic Oliver,4822,🇦🇹 (Austria),0,,,
Völzke Jonas,4849,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/4020915.niclas.volzke,Niclas VÖLZKE
Weissenseel Jonas,4302,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/5988411.jonas.weissenseel,Jonas Weissenseel
Weng Martin,4688,🇩🇪 (Germany),0,50-54,https://utmb.world/en/runner/81442.ulrich.weng,Ulrich WENG
Werner Luca,4569,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/67884.lucas.gerner,Lucas GERNER
Werschmöller Simon,4276,🇩🇪 (Germany),0,,,
Wintermeyer Pascal,4398,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/1996541.pascal.wintermeyer,Pascal WINTERMEYER
Wörner Marc,4852,🇩🇪 (Germany),0,45-49,https://utmb.world/en/runner/2594151.marco.werner,Marco WERNER
Zambon Nicola,4541,🇩🇪 (Germany),0,,,
Zbierski Dawid,4855,🇦🇹 (Austria),0,,,
Zollner Jakob,4739,🇩🇪 (Germany),0,20-34,https://utmb.world/en/runner/3246265.jakob.zoller,Jakob ZOLLER
van Aken Dirk,4882,🇳🇱 (Netherlands),0,70-74,https://utmb.world/en/runner/669004.dirk.vanaken,Dirk VAN AKEN
